"","ensembl_transcript_id","ensembl_gene_id","mgi_symbol","chromosome_name","transcript_biotype","transcript_start","transcript_end","transcript_count","feature_symbol","feature_id"
"12709","ENSMUST00000052837","ENSMUSG00000046532","Ar","X","protein_coding",98148769,98323215,1,"Ar","ENSMUSG00000046532"
"12710","ENSMUST00000055604","ENSMUSG00000046541","Zfp526","7","protein_coding",25221425,25227507,1,"Zfp526","ENSMUSG00000046541"
"12711","ENSMUST00000059078","ENSMUSG00000046546","Fam43a","16","protein_coding",30599723,30602797,1,"Fam43a","ENSMUSG00000046546"
"12712",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000046548","ENSMUSG00000046548"
"12713","ENSMUST00000148708","ENSMUSG00000046550","Spin2c","X","protein_coding",153832225,153833510,3,"Spin2c","ENSMUSG00000046550"
"12714","ENSMUST00000057717","ENSMUSG00000046556","Zfp319","8","protein_coding",95323011,95331950,1,"Zfp319","ENSMUSG00000046556"
"12715","ENSMUST00000060798","ENSMUSG00000046562","Unc119b","5","protein_coding",115122550,115134975,3,"Unc119b","ENSMUSG00000046562"
"12716","ENSMUST00000054471","ENSMUSG00000046567","4930430F08Rik","10","protein_coding",100572265,100589395,8,"4930430F08Rik","ENSMUSG00000046567"
"12717","ENSMUST00000057258","ENSMUSG00000046572","Zfp518b","5","protein_coding",38668486,38684750,4,"Zfp518b","ENSMUSG00000046572"
"12718","ENSMUST00000053265","ENSMUSG00000046573","Lyrm4","13","protein_coding",35978395,36117526,1,"Lyrm4","ENSMUSG00000046573"
"12719","ENSMUST00000057293","ENSMUSG00000046574","Prr12","7","protein_coding",45027563,45052881,2,"Prr12","ENSMUSG00000046574"
"12720","ENSMUST00000121461","ENSMUSG00000046580","Gm7862","12","processed_pseudogene",76152336,76152627,1,"Gm7862","ENSMUSG00000046580"
"12721","ENSMUST00000066308","ENSMUSG00000046585","Cfap58","19","protein_coding",47937712,48035379,1,"Cfap58","ENSMUSG00000046585"
"12722","ENSMUST00000053035","ENSMUSG00000046589","Lrrc8e","8","protein_coding",4226827,4237470,2,"Lrrc8e","ENSMUSG00000046589"
"12723","ENSMUST00000117860","ENSMUSG00000046590","Olfr1165-ps","2","polymorphic_pseudogene",88101036,88101985,1,"Olfr1165-ps","ENSMUSG00000046590"
"12724","ENSMUST00000035977","ENSMUSG00000046591","Ticrr","7","protein_coding",79660196,79698148,7,"Ticrr","ENSMUSG00000046591"
"12725","ENSMUST00000049655","ENSMUSG00000046593","Tmem215","4","protein_coding",40472180,40477168,2,"Tmem215","ENSMUSG00000046593"
"12726","ENSMUST00000089759","ENSMUSG00000046598","Bdh1","16","protein_coding",31422280,31457497,6,"Bdh1","ENSMUSG00000046598"
"12727","ENSMUST00000052740","ENSMUSG00000046603","Tcaim","9","protein_coding",122805539,122836334,4,"Tcaim","ENSMUSG00000046603"
"12728","ENSMUST00000067399","ENSMUSG00000046605","B3gntl1","11","protein_coding",121616197,121673153,2,"B3gntl1","ENSMUSG00000046605"
"12729","ENSMUST00000184679","ENSMUSG00000046607","Hrk","5","processed_transcript",118164648,118184828,2,"Hrk","ENSMUSG00000046607"
"12730","ENSMUST00000115097","ENSMUSG00000046610","Oacyl","18","protein_coding",65698268,65751537,3,"Oacyl","ENSMUSG00000046610"
"12731","ENSMUST00000100074","ENSMUSG00000046613","Vwa5b2","16","protein_coding",20589471,20598467,10,"Vwa5b2","ENSMUSG00000046613"
"12732","ENSMUST00000057279","ENSMUSG00000046618","Olfml2a","2","protein_coding",38931978,38963753,1,"Olfml2a","ENSMUSG00000046618"
"12733","ENSMUST00000062226","ENSMUSG00000046620","Rps11-ps4","12","processed_pseudogene",51297487,51297960,1,"Rps11-ps4","ENSMUSG00000046620"
"12734","ENSMUST00000106090","ENSMUSG00000046623","Gjb4","4","protein_coding",127351086,127354081,2,"Gjb4","ENSMUSG00000046623"
"12735","ENSMUST00000154153","ENSMUSG00000046634","Pkd1l1","11","protein_coding",8826708,8973266,3,"Pkd1l1","ENSMUSG00000046634"
"12736","ENSMUST00000050143","ENSMUSG00000046636","Gm7729","18","unprocessed_pseudogene",27598644,27599756,1,"Gm7729","ENSMUSG00000046636"
"12737","ENSMUST00000207854","ENSMUSG00000046637","Ttc34","4","protein_coding",154837459,154867125,3,"Ttc34","ENSMUSG00000046637"
"12738","ENSMUST00000161448","ENSMUSG00000046658","Zfp316","5","protein_coding",143249697,143270022,3,"Zfp316","ENSMUSG00000046658"
"12739","ENSMUST00000146416","ENSMUSG00000046667","Rbm12b1","4","processed_transcript",12140264,12144688,4,"Rbm12b1","ENSMUSG00000046667"
"12740","ENSMUST00000060722","ENSMUSG00000046668","Cxxc5","18","protein_coding",35829818,35861687,1,"Cxxc5","ENSMUSG00000046668"
"12741","ENSMUST00000102550","ENSMUSG00000046671","Mtfr1l","4","protein_coding",134525550,134535268,7,"Mtfr1l","ENSMUSG00000046671"
"12742","ENSMUST00000057416","ENSMUSG00000046675","Tmem251","12","protein_coding",102743762,102747561,1,"Tmem251","ENSMUSG00000046675"
"12743","ENSMUST00000050497","ENSMUSG00000046679","C87436","6","protein_coding",86438374,86470388,8,"C87436","ENSMUSG00000046679"
"12744","ENSMUST00000131516","ENSMUSG00000046683","0610025J13Rik","4","antisense_RNA",98321448,98331791,3,"0610025J13Rik","ENSMUSG00000046683"
"12745","ENSMUST00000053865","ENSMUSG00000046687","Gm5424","10","processed_pseudogene",62071123,62072362,1,"Gm5424","ENSMUSG00000046687"
"12746","ENSMUST00000054483","ENSMUSG00000046688","Tifa","3","protein_coding",127789805,127798389,5,"Tifa","ENSMUSG00000046688"
"12747","ENSMUST00000177068","ENSMUSG00000046691","Chtf8","8","protein_coding",106883863,106893593,6,"Chtf8","ENSMUSG00000046691"
"12748","ENSMUST00000051676","ENSMUSG00000046694","Fam46b","4","protein_coding",133480132,133487938,1,"Fam46b","ENSMUSG00000046694"
"12749","ENSMUST00000069926","ENSMUSG00000046699","Slitrk4","X","protein_coding",64264885,64276996,3,"Slitrk4","ENSMUSG00000046699"
"12750","ENSMUST00000056919","ENSMUSG00000046707","Csnk2a2","8","protein_coding",95446096,95488827,10,"Csnk2a2","ENSMUSG00000046707"
"12751","ENSMUST00000086854","ENSMUSG00000046709","Mapk10","5","protein_coding",102907950,103058386,12,"Mapk10","ENSMUSG00000046709"
"12752","ENSMUST00000117600","ENSMUSG00000046711","Hmga1","17","protein_coding",27556620,27563674,6,"Hmga1","ENSMUSG00000046711"
"12753","ENSMUST00000051672","ENSMUSG00000046718","Bst2","8","protein_coding",71534255,71537456,2,"Bst2","ENSMUSG00000046718"
"12754","ENSMUST00000026901","ENSMUSG00000046721","Rpl14-ps1","7","processed_pseudogene",45324965,45325617,1,"Rpl14-ps1","ENSMUSG00000046721"
"12755","ENSMUST00000053872","ENSMUSG00000046722","Cdc42se1","3","protein_coding",95228732,95236409,5,"Cdc42se1","ENSMUSG00000046722"
"12756","ENSMUST00000139727","ENSMUSG00000046727","Cystm1","18","protein_coding",36345619,36366720,5,"Cystm1","ENSMUSG00000046727"
"12757","ENSMUST00000050555","ENSMUSG00000046731","Kctd11","11","protein_coding",69878261,69881406,1,"Kctd11","ENSMUSG00000046731"
"12758","ENSMUST00000050104","ENSMUSG00000046733","Gprc5a","6","protein_coding",135065651,135084709,1,"Gprc5a","ENSMUSG00000046733"
"12759","ENSMUST00000061260","ENSMUSG00000046743","Fat4","3","protein_coding",38886940,39011985,2,"Fat4","ENSMUSG00000046743"
"12760","ENSMUST00000061934","ENSMUSG00000046747","Gm9812","12","pseudogene",55820611,55821580,1,"Gm9812","ENSMUSG00000046747"
"12761","ENSMUST00000067173","ENSMUSG00000046748","Tmem45a2","16","protein_coding",57036967,57071352,3,"Tmem45a2","ENSMUSG00000046748"
"12762","ENSMUST00000056589","ENSMUSG00000046750","Selenov","7","protein_coding",28284652,28291186,2,"Selenov","ENSMUSG00000046750"
"12763","ENSMUST00000223689","ENSMUSG00000046753","Ccdc66","14","protein_coding",27481090,27508460,3,"Ccdc66","ENSMUSG00000046753"
"12764","ENSMUST00000058109","ENSMUSG00000046756","Mrps7","11","protein_coding",115603925,115608036,2,"Mrps7","ENSMUSG00000046756"
"12765","ENSMUST00000060807","ENSMUSG00000046761","Fam83h","15","protein_coding",76001093,76014336,2,"Fam83h","ENSMUSG00000046761"
"12766","ENSMUST00000118602","ENSMUSG00000046768","Rhoj","12","protein_coding",75308322,75395817,5,"Rhoj","ENSMUSG00000046768"
"12767","ENSMUST00000163399","ENSMUSG00000046774","8030474K03Rik","X","nonsense_mediated_decay",101794656,101798638,3,"8030474K03Rik","ENSMUSG00000046774"
"12768","ENSMUST00000101398","ENSMUSG00000046782","Ttc6","12","protein_coding",57564113,57622112,3,"Ttc6","ENSMUSG00000046782"
"12769","ENSMUST00000135807","ENSMUSG00000046785","Epm2aip1","9","protein_coding",111271929,111279089,3,"Epm2aip1","ENSMUSG00000046785"
"12770",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000046787","ENSMUSG00000046787"
"12771","ENSMUST00000053744","ENSMUSG00000046791","Riox1","12","protein_coding",83950608,83952951,1,"Riox1","ENSMUSG00000046791"
"12772","ENSMUST00000094870","ENSMUSG00000046792","Zfp787","7","protein_coding",6131491,6155971,7,"Zfp787","ENSMUSG00000046792"
"12773","ENSMUST00000062028","ENSMUSG00000046793","Gpr61","3","protein_coding",108148321,108154882,2,"Gpr61","ENSMUSG00000046793"
"12774","ENSMUST00000210337","ENSMUSG00000046794","Ppp1r3b","8","protein_coding",35375739,35388129,4,"Ppp1r3b","ENSMUSG00000046794"
"12775","ENSMUST00000198303","ENSMUSG00000046798","Cldn12","5","processed_transcript",5489537,5514912,8,"Cldn12","ENSMUSG00000046798"
"12776","ENSMUST00000130293","ENSMUSG00000046804","Phgr1","2","protein_coding",118772769,118778165,2,"Phgr1","ENSMUSG00000046804"
"12777","ENSMUST00000055097","ENSMUSG00000046806","3110062M04Rik","6","protein_coding",34871771,34878021,5,"3110062M04Rik","ENSMUSG00000046806"
"12778","ENSMUST00000051129","ENSMUSG00000046807","Lrrc75b","10","protein_coding",75550125,75560330,2,"Lrrc75b","ENSMUSG00000046807"
"12779","ENSMUST00000126664","ENSMUSG00000046808","Atp10d","5","polymorphic_pseudogene",72203329,72298775,6,"Atp10d","ENSMUSG00000046808"
"12780","ENSMUST00000057454","ENSMUSG00000046814","Gchfr","2","protein_coding",119167773,119172390,1,"Gchfr","ENSMUSG00000046814"
"12781","ENSMUST00000167564","ENSMUSG00000046818","Ddit4l","3","processed_transcript",137621612,137625399,3,"Ddit4l","ENSMUSG00000046818"
"12782","ENSMUST00000117276","ENSMUSG00000046822","Slc39a3","10","protein_coding",81028538,81037426,5,"Slc39a3","ENSMUSG00000046822"
"12783","ENSMUST00000206754","ENSMUSG00000046826","Fam187b","7","retained_intron",30973790,30976310,4,"Fam187b","ENSMUSG00000046826"
"12784","ENSMUST00000054801","ENSMUSG00000046828","Mettl21e","1","protein_coding",44204070,44218961,2,"Mettl21e","ENSMUSG00000046828"
"12785","ENSMUST00000057062","ENSMUSG00000046836","Brox","1","protein_coding",183276352,183296992,9,"Brox","ENSMUSG00000046836"
"12786","ENSMUST00000141329","ENSMUSG00000046840","Hnf4aos","2","antisense_RNA",163493807,163541720,3,"Hnf4aos","ENSMUSG00000046840"
"12787","ENSMUST00000053871","ENSMUSG00000046841","Ckap4","10","protein_coding",84526305,84534062,2,"Ckap4","ENSMUSG00000046841"
"12788","ENSMUST00000142591","ENSMUSG00000046844","Vat1l","8","processed_transcript",114205612,114230325,4,"Vat1l","ENSMUSG00000046844"
"12789","ENSMUST00000056949","ENSMUSG00000046846","Spesp1","9","protein_coding",62270729,62282208,1,"Spesp1","ENSMUSG00000046846"
"12790","ENSMUST00000134204","ENSMUSG00000046854","Pip5kl1","2","processed_transcript",32574797,32575807,4,"Pip5kl1","ENSMUSG00000046854"
"12791","ENSMUST00000050536","ENSMUSG00000046856","Gpr1","1","protein_coding",63182691,63214543,2,"Gpr1","ENSMUSG00000046856"
"12792",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000046858","ENSMUSG00000046858"
"12793","ENSMUST00000050067","ENSMUSG00000046861","Hectd3","4","protein_coding",116995317,117005277,3,"Hectd3","ENSMUSG00000046861"
"12794","ENSMUST00000042405","ENSMUSG00000046865","Fbl","7","protein_coding",28169710,28179269,6,"Fbl","ENSMUSG00000046865"
"12795","ENSMUST00000065857","ENSMUSG00000046873","Mbtps2","X","processed_transcript",157535371,157569005,8,"Mbtps2","ENSMUSG00000046873"
"12796","ENSMUST00000091628","ENSMUSG00000046876","Atxn1","13","protein_coding",45549755,45964976,6,"Atxn1","ENSMUSG00000046876"
"12797","ENSMUST00000147151","ENSMUSG00000046879","Irgm1","11","processed_transcript",48861968,48871683,3,"Irgm1","ENSMUSG00000046879"
"12798","ENSMUST00000118729","ENSMUSG00000046897","Zfp740","15","protein_coding",102203648,102215605,9,"Zfp740","ENSMUSG00000046897"
"12799","ENSMUST00000057569","ENSMUSG00000046908","Ltb4r1","14","protein_coding",55765962,55768494,1,"Ltb4r1","ENSMUSG00000046908"
"12800","ENSMUST00000136996","ENSMUSG00000046909","Tefm","11","protein_coding",80136678,80139909,3,"Tefm","ENSMUSG00000046909"
"12801","ENSMUST00000051809","ENSMUSG00000046916","Myct1","10","protein_coding",5593775,5606904,1,"Myct1","ENSMUSG00000046916"
"12802","ENSMUST00000049819","ENSMUSG00000046924","Vmn1r179","7","protein_coding",23928386,23929357,1,"Vmn1r179","ENSMUSG00000046924"
"12803","ENSMUST00000056085","ENSMUSG00000046934","Csl","10","protein_coding",99757706,99759658,1,"Csl","ENSMUSG00000046934"
"12804","ENSMUST00000114016","ENSMUSG00000046942","Mageb16","X","protein_coding",79623231,79635582,2,"Mageb16","ENSMUSG00000046942"
"12805","ENSMUST00000140364","ENSMUSG00000046947","Adck2","6","protein_coding",39573873,39588769,6,"Adck2","ENSMUSG00000046947"
"12806","ENSMUST00000220844","ENSMUSG00000046949","Nqo2","13","protein_coding",33964687,33985646,5,"Nqo2","ENSMUSG00000046949"
"12807","ENSMUST00000050706","ENSMUSG00000046952","Gm5815","17","processed_pseudogene",58593659,58594843,1,"Gm5815","ENSMUSG00000046952"
"12808","ENSMUST00000050658","ENSMUSG00000046957","Spz1","13","protein_coding",92574636,92576172,1,"Spz1","ENSMUSG00000046957"
"12809","ENSMUST00000063585","ENSMUSG00000046958","4930432E11Rik","7","transcribed_unitary_pseudogene",29558579,29582169,2,"4930432E11Rik","ENSMUSG00000046958"
"12810","ENSMUST00000051757","ENSMUSG00000046959","Slc26a1","5","protein_coding",108669878,108675569,4,"Slc26a1","ENSMUSG00000046959"
"12811","ENSMUST00000061274","ENSMUSG00000046961","Gpr156","16","protein_coding",37916496,38007527,1,"Gpr156","ENSMUSG00000046961"
"12812","ENSMUST00000113734","ENSMUSG00000046962","Zbtb21","16","protein_coding",97947435,97962621,3,"Zbtb21","ENSMUSG00000046962"
"12813","ENSMUST00000054651","ENSMUSG00000046971","Pla2g4f","2","protein_coding",120299966,120314165,2,"Pla2g4f","ENSMUSG00000046971"
"12814","ENSMUST00000050937","ENSMUSG00000046974","BC053393","11","protein_coding",46571536,46589232,1,"BC053393","ENSMUSG00000046974"
"12815",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000046980","ENSMUSG00000046980"
"12816","ENSMUST00000060303","ENSMUSG00000046982","Tshz1","18","protein_coding",84011627,84086404,2,"Tshz1","ENSMUSG00000046982"
"12817","ENSMUST00000055128","ENSMUSG00000046985","Tapt1","5","protein_coding",44175154,44226622,8,"Tapt1","ENSMUSG00000046985"
"12818","ENSMUST00000228330","ENSMUSG00000046991","Wdr27","17","protein_coding",14818672,14943124,7,"Wdr27","ENSMUSG00000046991"
"12819","ENSMUST00000153890","ENSMUSG00000046993","Gm5637","X","processed_pseudogene",60045111,60046229,1,"Gm5637","ENSMUSG00000046993"
"12820","ENSMUST00000061334","ENSMUSG00000046994","Mars2","1","protein_coding",55237177,55248470,1,"Mars2","ENSMUSG00000046994"
"12821","ENSMUST00000055433","ENSMUSG00000046997","Spsb4","9","protein_coding",96943482,97018843,4,"Spsb4","ENSMUSG00000046997"
"12822","ENSMUST00000054551","ENSMUSG00000046999","1110032F04Rik","3","protein_coding",68869586,68872163,1,"1110032F04Rik","ENSMUSG00000046999"
"12823","ENSMUST00000049877","ENSMUSG00000047002","Msgn1","12","protein_coding",11208360,11208972,1,"Msgn1","ENSMUSG00000047002"
"12824","ENSMUST00000161785","ENSMUSG00000047003","Zfp41","15","protein_coding",75616679,75625300,4,"Zfp41","ENSMUSG00000047003"
"12825",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000047011","ENSMUSG00000047011"
"12826","ENSMUST00000159062","ENSMUSG00000047013","Fbxo41","6","protein_coding",85469574,85502994,3,"Fbxo41","ENSMUSG00000047013"
"12827","ENSMUST00000221965","ENSMUSG00000047014","Catsperb","12","processed_transcript",101404653,101588185,5,"Catsperb","ENSMUSG00000047014"
"12828","ENSMUST00000094844","ENSMUSG00000047021","Cfap65","1","protein_coding",74902071,74935599,3,"Cfap65","ENSMUSG00000047021"
"12829","ENSMUST00000153755","ENSMUSG00000047022","Mipol1","12","retained_intron",57230427,57308695,10,"Mipol1","ENSMUSG00000047022"
"12830","ENSMUST00000047045","ENSMUSG00000047026","Acsm4","7","protein_coding",119690026,119714565,1,"Acsm4","ENSMUSG00000047026"
"12831","ENSMUST00000057627","ENSMUSG00000047030","Spata2","2","protein_coding",167481133,167492887,6,"Spata2","ENSMUSG00000047030"
"12832","ENSMUST00000214626","ENSMUSG00000047036","Zfp445","9","protein_coding",122844529,122862344,8,"Zfp445","ENSMUSG00000047036"
"12833","ENSMUST00000052204","ENSMUSG00000047037","Nipa1","7","protein_coding",55977567,56019954,1,"Nipa1","ENSMUSG00000047037"
"12834","ENSMUST00000132865","ENSMUSG00000047040","Prr15l","11","processed_transcript",96928104,96929492,5,"Prr15l","ENSMUSG00000047040"
"12835","ENSMUST00000062753","ENSMUSG00000047044","D030056L22Rik","19","protein_coding",18713193,18718428,2,"D030056L22Rik","ENSMUSG00000047044"
"12836","ENSMUST00000112889","ENSMUSG00000047045","Tmem164","X","protein_coding",142681406,142843494,9,"Tmem164","ENSMUSG00000047045"
"12837","ENSMUST00000054395","ENSMUSG00000047061","Gm9817","13","protein_coding",45078692,45081222,1,"Gm9817","ENSMUSG00000047061"
"12838","ENSMUST00000060913","ENSMUSG00000047067","Dusp28","1","protein_coding",92906981,92908435,1,"Dusp28","ENSMUSG00000047067"
"12839","ENSMUST00000062695","ENSMUSG00000047079","Ube2dnl2","X","protein_coding",114907582,114908510,1,"Ube2dnl2","ENSMUSG00000047079"
"12840","ENSMUST00000117989","ENSMUSG00000047084","Ngrn","7","protein_coding",80261215,80265374,2,"Ngrn","ENSMUSG00000047084"
"12841","ENSMUST00000051011","ENSMUSG00000047090","Tmem198b","10","protein_coding",128800036,128804370,3,"Tmem198b","ENSMUSG00000047090"
"12842","ENSMUST00000054635","ENSMUSG00000047094","Ofcc1","13","protein_coding",40001882,40288011,3,"Ofcc1","ENSMUSG00000047094"
"12843","ENSMUST00000019443","ENSMUSG00000047098","Rnf31","14","protein_coding",55591708,55603693,7,"Rnf31","ENSMUSG00000047098"
"12844","ENSMUST00000050471","ENSMUSG00000047104","Pbp2","6","protein_coding",135309127,135310405,1,"Pbp2","ENSMUSG00000047104"
"12845","ENSMUST00000057236","ENSMUSG00000047108","Dnajb7","15","protein_coding",81406926,81408299,1,"Dnajb7","ENSMUSG00000047108"
"12846","ENSMUST00000050962","ENSMUSG00000047109","Cldn14","16","protein_coding",93919032,94008837,5,"Cldn14","ENSMUSG00000047109"
"12847","ENSMUST00000060561","ENSMUSG00000047115","Fam221a","6","protein_coding",49367739,49390539,6,"Fam221a","ENSMUSG00000047115"
"12848","ENSMUST00000181276","ENSMUSG00000047117","Ankdd1b","13","processed_transcript",96416134,96436625,6,"Ankdd1b","ENSMUSG00000047117"
"12849","ENSMUST00000058136","ENSMUSG00000047123","Ticam1","17","protein_coding",56269319,56276786,1,"Ticam1","ENSMUSG00000047123"
"12850","ENSMUST00000103186","ENSMUSG00000047126","Cltc","11","protein_coding",86694351,86757565,6,"Cltc","ENSMUSG00000047126"
"12851","ENSMUST00000214532","ENSMUSG00000047139","Cd24a","10","processed_transcript",43578284,43579197,3,"Cd24a","ENSMUSG00000047139"
"12852","ENSMUST00000207826","ENSMUSG00000047141","Zfp654","16","protein_coding",64780347,64851652,2,"Zfp654","ENSMUSG00000047141"
"12853","ENSMUST00000061187","ENSMUSG00000047143","Dmrta2","4","protein_coding",109978053,109983687,1,"Dmrta2","ENSMUSG00000047143"
"12854","ENSMUST00000174189","ENSMUSG00000047146","Tet1","10","protein_coding",62804577,62899118,10,"Tet1","ENSMUSG00000047146"
"12855","ENSMUST00000215090","ENSMUSG00000047149","Olfr1052","2","protein_coding",86296817,86299233,3,"Olfr1052","ENSMUSG00000047149"
"12856","ENSMUST00000061885","ENSMUSG00000047150","1700001C19Rik","17","protein_coding",47412734,47437375,4,"1700001C19Rik","ENSMUSG00000047150"
"12857","ENSMUST00000022831","ENSMUSG00000047153","Khnyn","14","protein_coding",55884947,55896781,3,"Khnyn","ENSMUSG00000047153"
"12858","ENSMUST00000106545","ENSMUSG00000047155","Cyp4x1","4","protein_coding",115106323,115134281,2,"Cyp4x1","ENSMUSG00000047155"
"12859",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000047166","ENSMUSG00000047166"
"12860","ENSMUST00000053717","ENSMUSG00000047168","Gm6684","19","processed_pseudogene",20586073,20586757,1,"Gm6684","ENSMUSG00000047168"
"12861","ENSMUST00000058636","ENSMUSG00000047171","Helt","8","protein_coding",46292039,46294671,3,"Helt","ENSMUSG00000047171"
"12862","ENSMUST00000056946","ENSMUSG00000047180","Neurl3","1","protein_coding",36264597,36273435,2,"Neurl3","ENSMUSG00000047180"
"12863","ENSMUST00000055947","ENSMUSG00000047181","Samd14","11","protein_coding",95009879,95026087,3,"Samd14","ENSMUSG00000047181"
"12864","ENSMUST00000196511","ENSMUSG00000047182","Irs3","5","protein_coding",137643031,137645537,2,"Irs3","ENSMUSG00000047182"
"12865","ENSMUST00000060232","ENSMUSG00000047187","Rab2a","4","protein_coding",8535644,8607778,1,"Rab2a","ENSMUSG00000047187"
"12866","ENSMUST00000140466","ENSMUSG00000047193","Dync2h1","9","protein_coding",6928503,7184446,9,"Dync2h1","ENSMUSG00000047193"
"12867","ENSMUST00000062931","ENSMUSG00000047197","Gjd3","11","protein_coding",98982180,98983016,1,"Gjd3","ENSMUSG00000047197"
"12868","ENSMUST00000109996","ENSMUSG00000047205","Dusp18","11","protein_coding",3895240,3899353,2,"Dusp18","ENSMUSG00000047205"
"12869","ENSMUST00000108345","ENSMUSG00000047213","Ythdf3","3","protein_coding",16183212,16217037,4,"Ythdf3","ENSMUSG00000047213"
"12870","ENSMUST00000151917","ENSMUSG00000047215","Rpl9","5","retained_intron",65388364,65388914,11,"Rpl9","ENSMUSG00000047215"
"12871","ENSMUST00000094626","ENSMUSG00000047216","Cdh19","1","protein_coding",110888326,110977363,2,"Cdh19","ENSMUSG00000047216"
"12872","ENSMUST00000076592","ENSMUSG00000047220","Ccdc36","9","protein_coding",108403611,108428484,1,"Ccdc36","ENSMUSG00000047220"
"12873","ENSMUST00000056045","ENSMUSG00000047221","Fam185a","5","protein_coding",21424958,21482124,3,"Fam185a","ENSMUSG00000047221"
"12874","ENSMUST00000058135","ENSMUSG00000047227","Gm527","12","protein_coding",64917906,64924591,4,"Gm527","ENSMUSG00000047227"
"12875","ENSMUST00000203291","ENSMUSG00000047228","A2ml1","6","retained_intron",128539821,128543494,5,"A2ml1","ENSMUSG00000047228"
"12876","ENSMUST00000054925","ENSMUSG00000047237","Fbxw21","9","protein_coding",109139447,109162041,4,"Fbxw21","ENSMUSG00000047237"
"12877","ENSMUST00000051484","ENSMUSG00000047238","Mageh1","X","protein_coding",153036166,153037575,1,"Mageh1","ENSMUSG00000047238"
"12878","ENSMUST00000055497","ENSMUSG00000047242","Taf9b","X","protein_coding",106206883,106219901,3,"Taf9b","ENSMUSG00000047242"
"12879","ENSMUST00000091704","ENSMUSG00000047246","Hist1h2be","13","protein_coding",23583670,23621094,3,"Hist1h2be","ENSMUSG00000047246"
"12880","ENSMUST00000051777","ENSMUSG00000047248","C2cd3","7","protein_coding",100372233,100470150,14,"C2cd3","ENSMUSG00000047248"
"12881","ENSMUST00000062069","ENSMUSG00000047250","Ptgs1","2","protein_coding",36230426,36252272,5,"Ptgs1","ENSMUSG00000047250"
"12882","ENSMUST00000011391","ENSMUSG00000047257","Prss45","9","protein_coding",110834588,110841310,2,"Prss45","ENSMUSG00000047257"
"12883","ENSMUST00000054952","ENSMUSG00000047260","Emc6","11","protein_coding",73175519,73177037,2,"Emc6","ENSMUSG00000047260"
"12884","ENSMUST00000102817","ENSMUSG00000047261","Gap43","16","protein_coding",42248442,42340651,2,"Gap43","ENSMUSG00000047261"
"12885","ENSMUST00000057311","ENSMUSG00000047281","Sfn","4","protein_coding",133600556,133602168,1,"Sfn","ENSMUSG00000047281"
"12886","ENSMUST00000176614","ENSMUSG00000047284","Neurl4","11","processed_transcript",69901072,69903399,13,"Neurl4","ENSMUSG00000047284"
"12887","ENSMUST00000089318","ENSMUSG00000047293","Gpr15","16","protein_coding",58717435,58718724,1,"Gpr15","ENSMUSG00000047293"
"12888","ENSMUST00000056708","ENSMUSG00000047298","Kcnv2","19","protein_coding",27322588,27337179,1,"Kcnv2","ENSMUSG00000047298"
"12889","ENSMUST00000056915","ENSMUSG00000047307","Pcdhb13","18","protein_coding",37442500,37446209,1,"Pcdhb13","ENSMUSG00000047307"
"12890","ENSMUST00000061899","ENSMUSG00000047324","4931429P17Rik","13","lincRNA",47960330,48018608,1,"4931429P17Rik","ENSMUSG00000047324"
"12891","ENSMUST00000207474","ENSMUSG00000047342","Zfp286","11","processed_transcript",62752577,62760557,11,"Zfp286","ENSMUSG00000047342"
"12892","ENSMUST00000061421","ENSMUSG00000047343","Mettl21c","1","protein_coding",44009408,44020006,3,"Mettl21c","ENSMUSG00000047343"
"12893","ENSMUST00000069763","ENSMUSG00000047344","Lancl3","X","protein_coding",9199902,9268085,1,"Lancl3","ENSMUSG00000047344"
"12894","ENSMUST00000217630","ENSMUSG00000047352","Olfr976","9","protein_coding",39954139,39959705,4,"Olfr976","ENSMUSG00000047352"
"12895","ENSMUST00000114243","ENSMUSG00000047361","Gm973","1","protein_coding",59516264,59634509,10,"Gm973","ENSMUSG00000047361"
"12896","ENSMUST00000102853","ENSMUSG00000047363","Cstad","2","protein_coding",30595040,30608943,2,"Cstad","ENSMUSG00000047363"
"12897","ENSMUST00000052556","ENSMUSG00000047368","Abhd17b","19","protein_coding",21653309,21685637,1,"Abhd17b","ENSMUSG00000047368"
"12898","ENSMUST00000208001","ENSMUSG00000047369","Dnah14","1","protein_coding",181576559,181814741,9,"Dnah14","ENSMUSG00000047369"
"12899","ENSMUST00000057611","ENSMUSG00000047370","Gm7367","7","processed_pseudogene",60155609,60156100,1,"Gm7367","ENSMUSG00000047370"
"12900","ENSMUST00000060783","ENSMUSG00000047371","Zfp768","7","protein_coding",127342795,127345423,2,"Zfp768","ENSMUSG00000047371"
"12901","ENSMUST00000053705","ENSMUSG00000047379","B4gat1","19","protein_coding",5038826,5041134,1,"B4gat1","ENSMUSG00000047379"
"12902","ENSMUST00000054653","ENSMUSG00000047383","C2cd6b","1","lincRNA",58997123,59003539,1,"C2cd6b","ENSMUSG00000047383"
